DriverNumber,Abbreviation,TeamName,GridPosition,Position,Status,Year,Event,RoundNumber,SessionType,Finished,AvgTeamFinishLast3,AvgTeamFinishLast5,TeamDNFRateLast5,AvgTeamPitTime,AvgTeamPitTimeLast3,AvgTeamPitTimeLast5
10,GAS,Alpine,15.0,7.0,Finished,2023,São Paulo,20,Race,True,13.0,11.4,0.2,332.79111111111115,293.1238888888889,187.00933333333333
44,HAM,Mercedes,5.0,8.0,Finished,2023,São Paulo,20,Race,True,9.0,10.2,0.4,368.97625,224.85783333333333,145.97095
22,TSU,AlphaTauri,16.0,9.0,Finished,2023,São Paulo,20,Race,True,11.333333333333334,11.8,0.0,393.052,224.89356666666666,146.03528999999997
31,OCO,Alpine,14.0,10.0,Lapped,2023,São Paulo,20,Race,True,9.333333333333334,10.4,0.2,332.79111111111115,293.1238888888889,187.00933333333333
2,SAR,Williams,19.0,11.0,Lapped,2023,São Paulo,20,Race,True,11.666666666666666,12.4,0.4,374.3195,226.46725,152.14703
27,HUL,Haas F1 Team,11.0,12.0,Lapped,2023,São Paulo,20,Race,True,15.333333333333334,14.6,0.2,375.93300000000005,225.8286111111111,146.87095333333332
3,RIC,AlphaTauri,17.0,13.0,Lapped,2023,São Paulo,20,Race,True,9.333333333333334,10.2,0.0,393.052,224.89356666666666,146.03528999999997
81,PIA,McLaren,10.0,14.0,Lapped,2023,São Paulo,20,Race,True,5.0,6.8,0.2,392.65175,184.92433333333335,121.53800000000001
63,RUS,Mercedes,8.0,15.0,Retired,2023,São Paulo,20,Race,False,5.333333333333333,8.0,0.2,368.97625,224.85783333333333,145.97095
77,BOT,Alfa Romeo,18.0,16.0,Retired,2023,São Paulo,20,Race,False,14.0,12.6,0.0,488.07766666666663,226.86925,150.12988333333334
24,ZHO,Alfa Romeo,20.0,17.0,Retired,2023,São Paulo,20,Race,False,15.0,14.0,0.2,488.07766666666663,226.86925,150.12988333333334
20,MAG,Haas F1 Team,12.0,18.0,Retired,2023,São Paulo,20,Race,False,14.666666666666666,13.8,0.2,375.93300000000005,225.8286111111111,146.87095333333332
23,ALB,Williams,13.0,19.0,Retired,2023,São Paulo,20,Race,False,12.0,11.0,0.2,374.3195,226.46725,152.14703
16,LEC,Ferrari,2.0,20.0,Did not start,2023,São Paulo,20,Race,False,4.333333333333333,7.2,0.2,371.031,223.07458333333332,144.69305
1,VER,Red Bull Racing,2.0,1.0,Finished,2023,Las Vegas,21,Race,True,8.333333333333334,6.0,0.2,25.812,270.1976666666667,117.60324761904761
16,LEC,Ferrari,1.0,2.0,Finished,2023,Las Vegas,21,Race,True,10.0,10.6,0.4,22.14033333333333,337.46358333333336,212.65704999999997
11,PER,Red Bull Racing,11.0,3.0,Finished,2023,Las Vegas,21,Race,True,2.0,5.4,0.2,25.812,270.1976666666667,117.60324761904761
31,OCO,Alpine,16.0,4.0,Finished,2023,Las Vegas,21,Race,True,9.333333333333334,11.2,0.2,22.086,394.03003703703706,247.41445555555555
18,STR,Aston Martin,19.0,5.0,Finished,2023,Las Vegas,21,Race,True,8.666666666666666,11.8,0.6,24.35875,339.97783333333336,214.4471
55,SAI,Ferrari,12.0,6.0,Finished,2023,Las Vegas,21,Race,True,9.333333333333334,7.0,0.2,22.14033333333333,337.46358333333336,212.65704999999997
44,HAM,Mercedes,10.0,7.0,Finished,2023,Las Vegas,21,Race,True,9.666666666666666,10.0,0.4,21.88,337.453,213.45684999999997
63,RUS,Mercedes,3.0,8.0,Finished,2023,Las Vegas,21,Race,True,10.0,7.6,0.2,21.88,337.453,213.45684999999997
14,ALO,Aston Martin,9.0,9.0,Finished,2023,Las Vegas,21,Race,True,4.333333333333333,9.6,0.4,24.35875,339.97783333333336,214.4471
81,PIA,McLaren,18.0,10.0,Finished,2023,Las Vegas,21,Race,True,8.0,9.2,0.2,21.9525,306.48975,194.19495
10,GAS,Alpine,4.0,11.0,Finished,2023,Las Vegas,21,Race,True,7.0,8.4,0.0,22.086,394.03003703703706,247.41445555555555
23,ALB,Williams,5.0,12.0,Finished,2023,Las Vegas,21,Race,True,15.333333333333334,13.0,0.4,21.398,341.51141666666666,219.28912999999997
20,MAG,Haas F1 Team,8.0,13.0,Finished,2023,Las Vegas,21,Race,True,16.333333333333332,15.2,0.4,22.81575,340.8776111111111,215.39928666666665
3,RIC,AlphaTauri,14.0,14.0,Finished,2023,Las Vegas,21,Race,True,11.333333333333334,11.2,0.0,21.25466666666667,346.5039,218.18009
24,ZHO,Alfa Romeo,17.0,15.0,Finished,2023,Las Vegas,21,Race,True,16.0,15.0,0.4,21.828000000000003,379.8423055555556,241.66628333333333
2,SAR,Williams,6.0,16.0,Finished,2023,Las Vegas,21,Race,True,14.0,13.4,0.4,21.398,341.51141666666666,219.28912999999997
77,BOT,Alfa Romeo,7.0,17.0,Finished,2023,Las Vegas,21,Race,True,16.0,15.4,0.4,21.828000000000003,379.8423055555556,241.66628333333333
22,TSU,AlphaTauri,20.0,18.0,Retired,2023,Las Vegas,21,Race,False,12.0,11.0,0.0,21.25466666666667,346.5039,218.18009
27,HUL,Haas F1 Team,13.0,19.0,Retired,2023,Las Vegas,21,Race,False,14.333333333333334,15.0,0.4,22.81575,340.8776111111111,215.39928666666665
4,NOR,McLaren,15.0,20.0,Retired,2023,Las Vegas,21,Race,False,8.666666666666666,7.8,0.0,21.9525,306.48975,194.19495
1,VER,Red Bull Racing,1.0,1.0,Finished,2023,Abu Dhabi,22,Race,True,2.6666666666666665,5.8,0.2,21.378500000000003,270.73658333333333,173.2887333333333
16,LEC,Ferrari,2.0,2.0,Finished,2023,Abu Dhabi,22,Race,True,9.333333333333334,7.6,0.2,21.5115,336.9063611111111,212.47901666666667
63,RUS,Mercedes,4.0,3.0,Finished,2023,Abu Dhabi,22,Race,True,10.0,8.8,0.2,22.03475,336.5746666666667,213.08595
11,PER,Red Bull Racing,9.0,4.0,Finished,2023,Abu Dhabi,22,Race,True,1.6666666666666667,2.0,0.0,21.378500000000003,270.73658333333333,173.2887333333333
4,NOR,McLaren,5.0,5.0,Finished,2023,Abu Dhabi,22,Race,True,14.666666666666666,10.8,0.2,22.109,305.8880833333334,193.87545
81,PIA,McLaren,3.0,6.0,Finished,2023,Abu Dhabi,22,Race,True,11.666666666666666,10.2,0.2,22.109,305.8880833333334,193.87545
14,ALO,Aston Martin,7.0,7.0,Finished,2023,Abu Dhabi,22,Race,True,6.333333333333333,8.0,0.2,21.906,339.89958333333334,214.54905000000002
22,TSU,AlphaTauri,6.0,8.0,Finished,2023,Abu Dhabi,22,Race,True,15.0,13.2,0.2,21.57,345.39938888888884,217.7974733333333
44,HAM,Mercedes,11.0,9.0,Finished,2023,Abu Dhabi,22,Race,True,6.0,8.2,0.2,22.03475,336.5746666666667,213.08595
18,STR,Aston Martin,13.0,10.0,Finished,2023,Abu Dhabi,22,Race,True,7.0,5.8,0.0,21.906,339.89958333333334,214.54905000000002
3,RIC,AlphaTauri,15.0,11.0,Finished,2023,Abu Dhabi,22,Race,True,13.333333333333334,12.4,0.2,21.57,345.39938888888884,217.7974733333333
31,OCO,Alpine,12.0,12.0,Finished,2023,Abu Dhabi,22,Race,True,8.333333333333334,8.6,0.0,22.843666666666667,393.2543703703704,246.84975555555556
10,GAS,Alpine,10.0,13.0,Finished,2023,Abu Dhabi,22,Race,True,9.0,8.8,0.0,22.843666666666667,393.2543703703704,246.84975555555556
23,ALB,Williams,14.0,14.0,Finished,2023,Abu Dhabi,22,Race,True,15.666666666666666,14.8,0.4,22.06575,340.5140833333333,215.02384999999998
27,HUL,Haas F1 Team,8.0,15.0,Finished,2023,Abu Dhabi,22,Race,True,16.666666666666668,16.2,0.6,22.244666666666664,340.06108333333333,215.24691666666664
2,SAR,Williams,20.0,16.0,Finished,2023,Abu Dhabi,22,Race,True,14.0,14.4,0.2,22.06575,340.5140833333333,215.02384999999998
24,ZHO,Alfa Romeo,19.0,17.0,Finished,2023,Abu Dhabi,22,Race,True,16.333333333333332,16.0,0.4,22.604,378.7643055555556,238.10268333333335
55,SAI,Ferrari,16.0,18.0,Retired,2023,Abu Dhabi,22,Race,False,3.3333333333333335,7.2,0.2,21.5115,336.9063611111111,212.47901666666667
77,BOT,Alfa Romeo,18.0,19.0,Lapped,2023,Abu Dhabi,22,Race,True,16.333333333333332,16.4,0.4,22.604,378.7643055555556,238.10268333333335
20,MAG,Haas F1 Team,17.0,20.0,Lapped,2023,Abu Dhabi,22,Race,True,15.666666666666666,15.4,0.4,22.244666666666664,340.06108333333333,215.24691666666664
1,VER,Red Bull Racing,1.0,1.0,Finished,2024,Bahrain,1,Race,True,,,,24.5555,,
11,PER,Red Bull Racing,5.0,2.0,Finished,2024,Bahrain,1,Race,True,,,,24.5555,,
55,SAI,Ferrari,4.0,3.0,Finished,2024,Bahrain,1,Race,True,,,,24.14875,,
16,LEC,Ferrari,2.0,4.0,Finished,2024,Bahrain,1,Race,True,,,,24.14875,,
63,RUS,Mercedes,3.0,5.0,Finished,2024,Bahrain,1,Race,True,,,,24.72475,,
4,NOR,McLaren,7.0,6.0,Finished,2024,Bahrain,1,Race,True,,,,24.78,,
44,HAM,Mercedes,9.0,7.0,Finished,2024,Bahrain,1,Race,True,,,,24.72475,,
81,PIA,McLaren,8.0,8.0,Finished,2024,Bahrain,1,Race,True,,,,24.78,,
14,ALO,Aston Martin,6.0,9.0,Finished,2024,Bahrain,1,Race,True,,,,24.67425,,
18,STR,Aston Martin,12.0,10.0,Finished,2024,Bahrain,1,Race,True,,,,24.67425,,
24,ZHO,Kick Sauber,17.0,11.0,Lapped,2024,Bahrain,1,Race,True,,,,37.91025,,
20,MAG,Haas F1 Team,15.0,12.0,Lapped,2024,Bahrain,1,Race,True,,,,27.1926,,
3,RIC,RB,14.0,13.0,Lapped,2024,Bahrain,1,Race,True,,,,24.65775,,
22,TSU,RB,11.0,14.0,Lapped,2024,Bahrain,1,Race,True,,,,24.65775,,
23,ALB,Williams,13.0,15.0,Lapped,2024,Bahrain,1,Race,True,,,,27.151600000000002,,
27,HUL,Haas F1 Team,10.0,16.0,Lapped,2024,Bahrain,1,Race,True,,,,27.1926,,
31,OCO,Alpine,19.0,17.0,Lapped,2024,Bahrain,1,Race,True,,,,26.539749999999998,,
10,GAS,Alpine,20.0,18.0,Lapped,2024,Bahrain,1,Race,True,,,,26.539749999999998,,
77,BOT,Kick Sauber,16.0,19.0,Lapped,2024,Bahrain,1,Race,True,,,,37.91025,,
2,SAR,Williams,18.0,20.0,Lapped,2024,Bahrain,1,Race,True,,,,27.151600000000002,,
1,VER,Red Bull Racing,1.0,1.0,Finished,2024,Saudi Arabian,2,Race,True,,,,21.4555,,
11,PER,Red Bull Racing,3.0,2.0,Finished,2024,Saudi Arabian,2,Race,True,1.3333333333333333,,,21.4555,,
16,LEC,Ferrari,2.0,3.0,Finished,2024,Saudi Arabian,2,Race,True,,,,22.9135,,
81,PIA,McLaren,5.0,4.0,Finished,2024,Saudi Arabian,2,Race,True,,,,21.822499999999998,,
14,ALO,Aston Martin,4.0,5.0,Finished,2024,Saudi Arabian,2,Race,True,,,,22.24,,
63,RUS,Mercedes,7.0,6.0,Finished,2024,Saudi Arabian,2,Race,True,,,,20.62,,
38,BEA,Ferrari,11.0,7.0,Finished,2024,Saudi Arabian,2,Race,True,3.3333333333333335,,,22.9135,,
4,NOR,McLaren,6.0,8.0,Finished,2024,Saudi Arabian,2,Race,True,6.0,,,21.822499999999998,,
44,HAM,Mercedes,8.0,9.0,Finished,2024,Saudi Arabian,2,Race,True,6.0,,,20.62,,
27,HUL,Haas F1 Team,15.0,10.0,Finished,2024,Saudi Arabian,2,Race,True,,,,21.2835,,
23,ALB,Williams,12.0,11.0,Finished,2024,Saudi Arabian,2,Race,True,,,,22.674999999999997,,
20,MAG,Haas F1 Team,13.0,12.0,Finished,2024,Saudi Arabian,2,Race,True,12.666666666666666,,,21.2835,,
31,OCO,Alpine,17.0,13.0,Lapped,2024,Saudi Arabian,2,Race,True,,,,22.525,,
2,SAR,Williams,19.0,14.0,Lapped,2024,Saudi Arabian,2,Race,True,15.333333333333334,,,22.674999999999997,,
22,TSU,RB,9.0,15.0,Lapped,2024,Saudi Arabian,2,Race,True,,,,42.579,,
3,RIC,RB,14.0,16.0,Lapped,2024,Saudi Arabian,2,Race,True,14.0,,,42.579,,
77,BOT,Kick Sauber,16.0,17.0,Lapped,2024,Saudi Arabian,2,Race,True,,,,30.76433333333333,,
24,ZHO,Kick Sauber,20.0,18.0,Lapped,2024,Saudi Arabian,2,Race,True,15.666666666666666,,,30.76433333333333,,
18,STR,Aston Martin,10.0,19.0,Retired,2024,Saudi Arabian,2,Race,False,8.0,,,22.24,,
10,GAS,Alpine,18.0,20.0,Retired,2024,Saudi Arabian,2,Race,False,16.0,,,22.525,,
55,SAI,Ferrari,2.0,1.0,Finished,2024,Australian,3,Race,True,4.666666666666667,,,17.402749999999997,,
16,LEC,Ferrari,4.0,2.0,Finished,2024,Australian,3,Race,True,3.6666666666666665,3.6,0.0,17.402749999999997,,
4,NOR,McLaren,3.0,3.0,Finished,2024,Australian,3,Race,True,6.666666666666667,,,17.78575,,
81,PIA,McLaren,5.0,4.0,Finished,2024,Australian,3,Race,True,5.0,5.8,0.0,17.78575,,
11,PER,Red Bull Racing,6.0,5.0,Finished,2024,Australian,3,Race,True,1.6666666666666667,,,17.575000000000003,,
18,STR,Aston Martin,9.0,6.0,Finished,2024,Australian,3,Race,True,11.333333333333334,,,17.884249999999998,,
22,TSU,RB,8.0,7.0,Finished,2024,Australian,3,Race,True,15.0,,,17.93625,,
14,ALO,Aston Martin,10.0,8.0,Finished,2024,Australian,3,Race,True,10.0,9.8,0.2,17.884249999999998,,
27,HUL,Haas F1 Team,16.0,9.0,Finished,2024,Australian,3,Race,True,12.666666666666666,,,18.15275,,
20,MAG,Haas F1 Team,14.0,10.0,Lapped,2024,Australian,3,Race,True,10.333333333333334,11.8,0.0,18.15275,,
23,ALB,Williams,12.0,11.0,Lapped,2024,Australian,3,Race,True,15.0,,,17.5935,,
3,RIC,RB,18.0,12.0,Lapped,2024,Australian,3,Race,True,12.666666666666666,13.0,0.0,17.93625,,
10,GAS,Alpine,17.0,13.0,Lapped,2024,Australian,3,Race,True,17.0,,,20.887,,
77,BOT,Kick Sauber,13.0,14.0,Lapped,2024,Australian,3,Race,True,18.0,,,30.35725,,
24,ZHO,Kick Sauber,19.0,15.0,Lapped,2024,Australian,3,Race,True,16.333333333333332,15.8,0.0,30.35725,,
31,OCO,Alpine,15.0,16.0,Lapped,2024,Australian,3,Race,True,15.333333333333334,16.2,0.2,20.887,,
63,RUS,Mercedes,7.0,17.0,Retired,2024,Australian,3,Race,False,7.333333333333333,,,17.760333333333335,,
44,HAM,Mercedes,11.0,18.0,Retired,2024,Australian,3,Race,False,10.666666666666666,8.8,0.2,17.760333333333335,,
1,VER,Red Bull Racing,1.0,19.0,Retired,2024,Australian,3,Race,False,2.6666666666666665,2.2,0.0,17.575000000000003,,
1,VER,Red Bull Racing,1.0,1.0,Finished,2024,Japanese,4,Race,True,8.666666666666666,5.8,0.2,540.8578333333334,21.195333333333334,
11,PER,Red Bull Racing,2.0,2.0,Finished,2024,Japanese,4,Race,True,8.333333333333334,5.6,0.2,540.8578333333334,21.195333333333334,
55,SAI,Ferrari,4.0,3.0,Finished,2024,Japanese,4,Race,True,3.3333333333333335,3.4,0.0,802.4647500000001,21.488333333333333,
16,LEC,Ferrari,8.0,4.0,Finished,2024,Japanese,4,Race,True,2.0,3.2,0.0,802.4647500000001,21.488333333333333,
4,NOR,McLaren,3.0,5.0,Finished,2024,Japanese,4,Race,True,5.0,5.4,0.0,542.1158333333334,21.46275,
14,ALO,Aston Martin,5.0,6.0,Finished,2024,Japanese,4,Race,True,11.0,9.6,0.2,468.8445714285714,21.599499999999995,
63,RUS,Mercedes,9.0,7.0,Finished,2024,Japanese,4,Race,True,14.666666666666666,11.4,0.4,542.5878333333334,21.03502777777778,
81,PIA,McLaren,6.0,8.0,Finished,2024,Japanese,4,Race,True,4.0,4.8,0.0,542.1158333333334,21.46275,
44,HAM,Mercedes,7.0,9.0,Finished,2024,Japanese,4,Race,True,14.0,11.4,0.4,542.5878333333334,21.03502777777778,
22,TSU,RB,10.0,10.0,Lapped,2024,Japanese,4,Race,True,11.666666666666666,12.8,0.0,543.5386666666667,28.391000000000002,
27,HUL,Haas F1 Team,12.0,11.0,Lapped,2024,Japanese,4,Race,True,10.333333333333334,11.4,0.0,647.8296,22.209616666666665,
18,STR,Aston Martin,16.0,12.0,Lapped,2024,Japanese,4,Race,True,6.666666666666667,8.8,0.2,468.8445714285714,21.599499999999995,
20,MAG,Haas F1 Team,18.0,13.0,Lapped,2024,Japanese,4,Race,True,10.0,10.4,0.0,647.8296,22.209616666666665,
77,BOT,Kick Sauber,13.0,14.0,Lapped,2024,Japanese,4,Race,True,15.666666666666666,16.6,0.0,544.2788333333333,33.01061111111111,
31,OCO,Alpine,15.0,15.0,Lapped,2024,Japanese,4,Race,True,16.333333333333332,16.0,0.2,544.4475,23.31725,
10,GAS,Alpine,17.0,16.0,Lapped,2024,Japanese,4,Race,True,14.666666666666666,15.4,0.2,544.4475,23.31725,
2,SAR,Williams,19.0,17.0,Lapped,2024,Japanese,4,Race,True,12.0,14.2,0.0,544.6956666666667,22.473366666666664,
24,ZHO,Kick Sauber,20.0,18.0,Retired,2024,Japanese,4,Race,False,14.333333333333334,15.6,0.0,544.2788333333333,33.01061111111111,
3,RIC,RB,11.0,19.0,Retired,2024,Japanese,4,Race,False,9.666666666666666,12.0,0.0,543.5386666666667,28.391000000000002,
23,ALB,Williams,14.0,20.0,Retired,2024,Japanese,4,Race,False,14.0,14.6,0.0,544.6956666666667,22.473366666666664,
1,VER,Red Bull Racing,1.0,1.0,Finished,2024,Chinese,5,Race,True,7.333333333333333,5.8,0.2,22.28275,193.29611111111112,
4,NOR,McLaren,4.0,2.0,Finished,2024,Chinese,5,Race,True,5.666666666666667,5.6,0.0,22.339,193.9080277777778,
11,PER,Red Bull Racing,2.0,3.0,Finished,2024,Chinese,5,Race,True,1.3333333333333333,5.6,0.2,22.28275,193.29611111111112,
16,LEC,Ferrari,6.0,4.0,Finished,2024,Chinese,5,Race,True,3.0,3.4,0.0,22.380000000000003,280.927,
55,SAI,Ferrari,7.0,5.0,Finished,2024,Chinese,5,Race,True,3.6666666666666665,2.8,0.0,22.380000000000003,280.927,
63,RUS,Mercedes,8.0,6.0,Finished,2024,Chinese,5,Race,True,11.333333333333334,12.0,0.4,22.50225,193.65605555555558,
14,ALO,Aston Martin,3.0,7.0,Finished,2024,Chinese,5,Race,True,8.666666666666666,10.2,0.2,34.75971428571429,169.65627380952378,
81,PIA,McLaren,5.0,8.0,Finished,2024,Chinese,5,Race,True,5.0,4.4,0.0,22.339,193.9080277777778,
44,HAM,Mercedes,18.0,9.0,Finished,2024,Chinese,5,Race,True,7.333333333333333,11.4,0.4,22.50225,193.65605555555558,
27,HUL,Haas F1 Team,9.0,10.0,Finished,2024,Chinese,5,Race,True,11.333333333333334,11.0,0.0,23.784,229.08861666666667,
31,OCO,Alpine,13.0,11.0,Finished,2024,Chinese,5,Race,True,15.666666666666666,16.0,0.2,26.505000000000003,195.95316666666668,
23,ALB,Williams,14.0,12.0,Finished,2024,Chinese,5,Race,True,16.0,14.6,0.2,23.144750000000002,194.98805555555558,
10,GAS,Alpine,15.0,13.0,Finished,2024,Chinese,5,Race,True,14.0,14.2,0.0,26.505000000000003,195.95316666666668,
24,ZHO,Kick Sauber,16.0,14.0,Finished,2024,Chinese,5,Race,True,15.666666666666666,15.8,0.2,23.76925,201.80013888888888,
18,STR,Aston Martin,11.0,15.0,Finished,2024,Chinese,5,Race,True,8.333333333333334,7.8,0.0,34.75971428571429,169.65627380952378,
20,MAG,Haas F1 Team,17.0,16.0,Finished,2024,Chinese,5,Race,True,11.333333333333334,10.6,0.0,23.784,229.08861666666667,
2,SAR,Williams,20.0,17.0,Finished,2024,Chinese,5,Race,True,16.333333333333332,14.8,0.2,23.144750000000002,194.98805555555558,
3,RIC,RB,12.0,18.0,Retired,2024,Chinese,5,Race,False,13.666666666666666,12.8,0.2,22.712666666666667,201.35130555555557,
22,TSU,RB,19.0,19.0,Retired,2024,Chinese,5,Race,False,15.666666666666666,13.2,0.4,22.712666666666667,201.35130555555557,
77,BOT,Kick Sauber,10.0,20.0,Retired,2024,Chinese,5,Race,False,15.333333333333334,15.0,0.2,23.76925,201.80013888888888,
4,NOR,McLaren,5.0,1.0,Finished,2024,Miami,6,Race,True,6.0,5.4,0.0,24.820000000000004,194.0801944444445,125.76861666666669
1,VER,Red Bull Racing,1.0,2.0,Finished,2024,Miami,6,Race,True,2.0,5.2,0.2,22.169666666666668,193.57186111111108,125.34531666666666
16,LEC,Ferrari,2.0,3.0,Finished,2024,Miami,6,Race,True,4.333333333333333,3.6,0.0,22.443,280.74916666666667,177.86195000000004
11,PER,Red Bull Racing,4.0,4.0,Finished,2024,Miami,6,Race,True,2.0,1.8,0.0,22.169666666666668,193.57186111111108,125.34531666666666
55,SAI,Ferrari,3.0,5.0,Finished,2024,Miami,6,Race,True,4.0,3.8,0.0,22.443,280.74916666666667,177.86195000000004
44,HAM,Mercedes,8.0,6.0,Finished,2024,Miami,6,Race,True,8.0,9.8,0.2,22.848,194.28347222222223,125.63903333333334
22,TSU,RB,10.0,7.0,Finished,2024,Miami,6,Race,True,18.666666666666668,15.6,0.6,22.434,194.7291944444445,130.2848666666667
63,RUS,Mercedes,7.0,8.0,Finished,2024,Miami,6,Race,True,7.0,7.4,0.0,22.848,194.28347222222223,125.63903333333334
14,ALO,Aston Martin,15.0,9.0,Finished,2024,Miami,6,Race,True,11.333333333333334,9.6,0.0,22.678,173.82951190476186,113.68055714285713
31,OCO,Alpine,13.0,10.0,Finished,2024,Miami,6,Race,True,13.333333333333334,14.2,0.0,22.6325,197.27983333333336,128.18085
27,HUL,Haas F1 Team,9.0,11.0,Finished,2024,Miami,6,Race,True,13.0,12.0,0.0,25.843799999999998,229.92211666666665,147.64849
10,GAS,Alpine,12.0,12.0,Finished,2024,Miami,6,Race,True,11.333333333333334,13.0,0.0,22.6325,197.27983333333336,128.18085
81,PIA,McLaren,6.0,13.0,Finished,2024,Miami,6,Race,True,3.6666666666666665,4.8,0.0,24.820000000000004,194.0801944444445,125.76861666666669
24,ZHO,Kick Sauber,19.0,14.0,Finished,2024,Miami,6,Race,True,17.333333333333332,16.2,0.4,23.168666666666667,199.46844444444446,133.41598333333332
3,RIC,RB,20.0,15.0,Finished,2024,Miami,6,Race,True,14.666666666666666,14.6,0.6,22.434,194.7291944444445,130.2848666666667
77,BOT,Kick Sauber,16.0,16.0,Finished,2024,Miami,6,Race,True,16.0,16.0,0.4,23.168666666666667,199.46844444444446,133.41598333333332
18,STR,Aston Martin,11.0,17.0,Finished,2024,Miami,6,Race,True,10.333333333333334,9.8,0.0,22.678,173.82951190476186,113.68055714285713
23,ALB,Williams,14.0,18.0,Finished,2024,Miami,6,Race,True,16.333333333333332,15.4,0.2,22.551666666666666,195.14463888888895,127.05210333333336
20,MAG,Haas F1 Team,18.0,19.0,Finished,2024,Miami,6,Race,True,12.333333333333334,12.2,0.0,25.843799999999998,229.92211666666665,147.64849
2,SAR,Williams,17.0,20.0,Retired,2024,Miami,6,Race,False,15.666666666666666,16.8,0.2,22.551666666666666,195.14463888888895,127.05210333333336
1,VER,Red Bull Racing,1.0,1.0,Finished,2024,Emilia Romagna,7,Race,True,3.0,2.4,0.0,29.93,195.10341666666667,124.86814999999999
4,NOR,McLaren,2.0,2.0,Finished,2024,Emilia Romagna,7,Race,True,7.333333333333333,6.4,0.0,29.782,196.42494444444446,125.77661666666668
16,LEC,Ferrari,3.0,3.0,Finished,2024,Emilia Romagna,7,Race,True,4.333333333333333,4.2,0.0,30.348,282.42925,177.52080000000004
81,PIA,McLaren,5.0,4.0,Finished,2024,Emilia Romagna,7,Race,True,5.333333333333333,5.2,0.0,29.782,196.42494444444446,125.77661666666668
55,SAI,Ferrari,4.0,5.0,Finished,2024,Emilia Romagna,7,Race,True,3.6666666666666665,4.0,0.0,30.348,282.42925,177.52080000000004
44,HAM,Mercedes,8.0,6.0,Finished,2024,Emilia Romagna,7,Race,True,7.666666666666667,7.6,0.0,29.692333333333334,195.9793611111111,125.26368333333335
63,RUS,Mercedes,6.0,7.0,Finished,2024,Emilia Romagna,7,Race,True,6.666666666666667,7.0,0.0,29.692333333333334,195.9793611111111,125.26368333333335
11,PER,Red Bull Racing,11.0,8.0,Finished,2024,Emilia Romagna,7,Race,True,2.3333333333333335,2.2,0.0,29.93,195.10341666666667,124.86814999999999
18,STR,Aston Martin,13.0,9.0,Finished,2024,Emilia Romagna,7,Race,True,13.666666666666666,12.0,0.0,30.4745,175.42742857142855,113.28130714285712
22,TSU,RB,7.0,10.0,Lapped,2024,Emilia Romagna,7,Race,True,13.666666666666666,15.6,0.6,29.945500000000003,196.22844444444445,129.8401166666667
27,HUL,Haas F1 Team,10.0,11.0,Lapped,2024,Emilia Romagna,7,Race,True,15.333333333333334,13.8,0.0,30.558999999999997,232.4858,147.37873000000002
20,MAG,Haas F1 Team,18.0,12.0,Lapped,2024,Emilia Romagna,7,Race,True,13.666666666666666,13.4,0.0,30.558999999999997,232.4858,147.37873000000002
3,RIC,RB,9.0,13.0,Lapped,2024,Emilia Romagna,7,Race,True,10.666666666666666,13.8,0.4,29.945500000000003,196.22844444444445,129.8401166666667
31,OCO,Alpine,12.0,14.0,Lapped,2024,Emilia Romagna,7,Race,True,11.666666666666666,12.4,0.0,30.455000000000002,197.86166666666668,127.39939999999999
24,ZHO,Kick Sauber,17.0,15.0,Lapped,2024,Emilia Romagna,7,Race,True,16.666666666666668,16.4,0.4,30.237000000000002,197.07224999999997,130.46766666666664
10,GAS,Alpine,15.0,16.0,Lapped,2024,Emilia Romagna,7,Race,True,12.0,12.0,0.0,30.455000000000002,197.86166666666668,127.39939999999999
2,SAR,Williams,19.0,17.0,Lapped,2024,Emilia Romagna,7,Race,True,18.333333333333332,17.4,0.4,32.777,196.79736111111114,126.13211666666669
77,BOT,Kick Sauber,16.0,18.0,Lapped,2024,Emilia Romagna,7,Race,True,15.0,15.8,0.2,30.237000000000002,197.07224999999997,130.46766666666664
14,ALO,Aston Martin,20.0,19.0,Lapped,2024,Emilia Romagna,7,Race,True,11.666666666666666,11.4,0.0,30.4745,175.42742857142855,113.28130714285712
23,ALB,Williams,14.0,20.0,Retired,2024,Emilia Romagna,7,Race,False,18.333333333333332,16.8,0.2,32.777,196.79736111111114,126.13211666666669
16,LEC,Ferrari,1.0,1.0,Finished,2024,Monaco,8,Race,True,4.333333333333333,4.2,0.0,2342.281,25.057000000000002,179.00770000000006
81,PIA,McLaren,2.0,2.0,Finished,2024,Monaco,8,Race,True,6.333333333333333,5.6,0.0,2361.3875,25.647000000000002,127.3685166666667
55,SAI,Ferrari,3.0,3.0,Finished,2024,Monaco,8,Race,True,3.0,3.4,0.0,2342.281,25.057000000000002,179.00770000000006
4,NOR,McLaren,4.0,4.0,Finished,2024,Monaco,8,Race,True,2.6666666666666665,4.4,0.0,2361.3875,25.647000000000002,127.3685166666667
63,RUS,Mercedes,5.0,5.0,Finished,2024,Monaco,8,Race,True,7.0,7.2,0.0,1589.5723333333335,25.014194444444446,127.07815000000002
1,VER,Red Bull Racing,6.0,6.0,Finished,2024,Monaco,8,Race,True,4.333333333333333,3.6,0.0,1198.0725,24.79413888888889,126.56305000000002
44,HAM,Mercedes,7.0,7.0,Finished,2024,Monaco,8,Race,True,6.0,6.4,0.0,1589.5723333333335,25.014194444444446,127.07815000000002
