DriverNumber,Abbreviation,TeamName,GridPosition,Position,Status,Year,Event,RoundNumber,SessionType,Finished,AvgTeamFinishLast3,AvgTeamFinishLast5,TeamDNFRateLast5,AvgTeamPitTime,AvgTeamPitTimeLast3,AvgTeamPitTimeLast5
63,RUS,Mercedes,3.0,5.0,Finished,2024,Bahrain,1,Race,True,,,,24.72,,
4,NOR,McLaren,7.0,6.0,Finished,2024,Bahrain,1,Race,True,,,,24.78,,
44,HAM,Mercedes,9.0,7.0,Finished,2024,Bahrain,1,Race,True,,,,24.72,,
81,PIA,McLaren,8.0,8.0,Finished,2024,Bahrain,1,Race,True,,,,24.78,,
14,ALO,Aston Martin,6.0,9.0,Finished,2024,Bahrain,1,Race,True,,,,24.67,,
18,STR,Aston Martin,12.0,10.0,Finished,2024,Bahrain,1,Race,True,,,,24.67,,
24,ZHO,Kick Sauber,17.0,11.0,Lapped,2024,Bahrain,1,Race,True,,,,37.91,,
20,MAG,Haas F1 Team,15.0,12.0,Lapped,2024,Bahrain,1,Race,True,,,,27.19,,
3,RIC,RB,14.0,13.0,Lapped,2024,Bahrain,1,Race,True,,,,24.66,,
22,TSU,RB,11.0,14.0,Lapped,2024,Bahrain,1,Race,True,,,,24.66,,
23,ALB,Williams,13.0,15.0,Lapped,2024,Bahrain,1,Race,True,,,,27.15,,
27,HUL,Haas F1 Team,10.0,16.0,Lapped,2024,Bahrain,1,Race,True,,,,27.19,,
31,OCO,Alpine,19.0,17.0,Lapped,2024,Bahrain,1,Race,True,,,,26.54,,
10,GAS,Alpine,20.0,18.0,Lapped,2024,Bahrain,1,Race,True,,,,26.54,,
77,BOT,Kick Sauber,16.0,19.0,Lapped,2024,Bahrain,1,Race,True,,,,37.91,,
2,SAR,Williams,18.0,20.0,Lapped,2024,Bahrain,1,Race,True,,,,27.15,,
1,VER,Red Bull Racing,1.0,1.0,Finished,2024,Saudi Arabian,2,Race,True,,,,21.46,,
11,PER,Red Bull Racing,3.0,2.0,Finished,2024,Saudi Arabian,2,Race,True,1.333,,,21.46,,
16,LEC,Ferrari,2.0,3.0,Finished,2024,Saudi Arabian,2,Race,True,,,,22.91,,
81,PIA,McLaren,5.0,4.0,Finished,2024,Saudi Arabian,2,Race,True,,,,21.82,,
14,ALO,Aston Martin,4.0,5.0,Finished,2024,Saudi Arabian,2,Race,True,,,,22.24,,
63,RUS,Mercedes,7.0,6.0,Finished,2024,Saudi Arabian,2,Race,True,,,,20.62,,
38,BEA,Ferrari,11.0,7.0,Finished,2024,Saudi Arabian,2,Race,True,3.333,,,22.91,,
4,NOR,McLaren,6.0,8.0,Finished,2024,Saudi Arabian,2,Race,True,6.0,,,21.82,,
44,HAM,Mercedes,8.0,9.0,Finished,2024,Saudi Arabian,2,Race,True,6.0,,,20.62,,
27,HUL,Haas F1 Team,15.0,10.0,Finished,2024,Saudi Arabian,2,Race,True,,,,21.28,,
23,ALB,Williams,12.0,11.0,Finished,2024,Saudi Arabian,2,Race,True,,,,22.67,,
20,MAG,Haas F1 Team,13.0,12.0,Finished,2024,Saudi Arabian,2,Race,True,12.667,,,21.28,,
31,OCO,Alpine,17.0,13.0,Lapped,2024,Saudi Arabian,2,Race,True,,,,22.52,,
2,SAR,Williams,19.0,14.0,Lapped,2024,Saudi Arabian,2,Race,True,15.333,,,22.67,,
22,TSU,RB,9.0,15.0,Lapped,2024,Saudi Arabian,2,Race,True,,,,42.58,,
3,RIC,RB,14.0,16.0,Lapped,2024,Saudi Arabian,2,Race,True,14.0,,,42.58,,
77,BOT,Kick Sauber,16.0,17.0,Lapped,2024,Saudi Arabian,2,Race,True,,,,30.76,,
24,ZHO,Kick Sauber,20.0,18.0,Lapped,2024,Saudi Arabian,2,Race,True,15.667,,,30.76,,
18,STR,Aston Martin,10.0,19.0,Retired,2024,Saudi Arabian,2,Race,False,8.0,,,22.24,,
10,GAS,Alpine,18.0,20.0,Retired,2024,Saudi Arabian,2,Race,False,16.0,,,22.52,,
55,SAI,Ferrari,2.0,1.0,Finished,2024,Australian,3,Race,True,4.667,,,17.4,,
16,LEC,Ferrari,4.0,2.0,Finished,2024,Australian,3,Race,True,3.667,3.6,0.0,17.4,,
4,NOR,McLaren,3.0,3.0,Finished,2024,Australian,3,Race,True,6.667,,,17.79,,
81,PIA,McLaren,5.0,4.0,Finished,2024,Australian,3,Race,True,5.0,5.8,0.0,17.79,,
11,PER,Red Bull Racing,6.0,5.0,Finished,2024,Australian,3,Race,True,1.667,,,17.58,,
18,STR,Aston Martin,9.0,6.0,Finished,2024,Australian,3,Race,True,11.333,,,17.88,,
22,TSU,RB,8.0,7.0,Finished,2024,Australian,3,Race,True,15.0,,,17.94,,
14,ALO,Aston Martin,10.0,8.0,Finished,2024,Australian,3,Race,True,10.0,9.8,0.2,17.88,,
27,HUL,Haas F1 Team,16.0,9.0,Finished,2024,Australian,3,Race,True,12.667,,,18.15,,
20,MAG,Haas F1 Team,14.0,10.0,Lapped,2024,Australian,3,Race,True,10.333,11.8,0.0,18.15,,
23,ALB,Williams,12.0,11.0,Lapped,2024,Australian,3,Race,True,15.0,,,17.59,,
3,RIC,RB,18.0,12.0,Lapped,2024,Australian,3,Race,True,12.667,13.0,0.0,17.94,,
10,GAS,Alpine,17.0,13.0,Lapped,2024,Australian,3,Race,True,17.0,,,20.89,,
77,BOT,Kick Sauber,13.0,14.0,Lapped,2024,Australian,3,Race,True,18.0,,,30.36,,
24,ZHO,Kick Sauber,19.0,15.0,Lapped,2024,Australian,3,Race,True,16.333,15.8,0.0,30.36,,
31,OCO,Alpine,15.0,16.0,Lapped,2024,Australian,3,Race,True,15.333,16.2,0.2,20.89,,
63,RUS,Mercedes,7.0,17.0,Retired,2024,Australian,3,Race,False,7.333,,,17.76,,
44,HAM,Mercedes,11.0,18.0,Retired,2024,Australian,3,Race,False,10.667,8.8,0.2,17.76,,
1,VER,Red Bull Racing,1.0,19.0,Retired,2024,Australian,3,Race,False,2.667,2.2,0.0,17.58,,
1,VER,Red Bull Racing,1.0,1.0,Finished,2024,Japanese,4,Race,True,8.667,5.8,0.2,540.86,21.2,
11,PER,Red Bull Racing,2.0,2.0,Finished,2024,Japanese,4,Race,True,8.333,5.6,0.2,540.86,21.2,
55,SAI,Ferrari,4.0,3.0,Finished,2024,Japanese,4,Race,True,3.333,3.4,0.0,802.46,21.49,
16,LEC,Ferrari,8.0,4.0,Finished,2024,Japanese,4,Race,True,2.0,3.2,0.0,802.46,21.49,
4,NOR,McLaren,3.0,5.0,Finished,2024,Japanese,4,Race,True,5.0,5.4,0.0,542.12,21.46,
14,ALO,Aston Martin,5.0,6.0,Finished,2024,Japanese,4,Race,True,11.0,9.6,0.2,468.84,21.6,
63,RUS,Mercedes,9.0,7.0,Finished,2024,Japanese,4,Race,True,14.667,11.4,0.4,542.59,21.03,
81,PIA,McLaren,6.0,8.0,Finished,2024,Japanese,4,Race,True,4.0,4.8,0.0,542.12,21.46,
44,HAM,Mercedes,7.0,9.0,Finished,2024,Japanese,4,Race,True,14.0,11.4,0.4,542.59,21.03,
22,TSU,RB,10.0,10.0,Lapped,2024,Japanese,4,Race,True,11.667,12.8,0.0,543.54,28.39,
27,HUL,Haas F1 Team,12.0,11.0,Lapped,2024,Japanese,4,Race,True,10.333,11.4,0.0,647.83,22.21,
18,STR,Aston Martin,16.0,12.0,Lapped,2024,Japanese,4,Race,True,6.667,8.8,0.2,468.84,21.6,
20,MAG,Haas F1 Team,18.0,13.0,Lapped,2024,Japanese,4,Race,True,10.0,10.4,0.0,647.83,22.21,
77,BOT,Kick Sauber,13.0,14.0,Lapped,2024,Japanese,4,Race,True,15.667,16.6,0.0,544.28,33.01,
31,OCO,Alpine,15.0,15.0,Lapped,2024,Japanese,4,Race,True,16.333,16.0,0.2,544.45,23.32,
10,GAS,Alpine,17.0,16.0,Lapped,2024,Japanese,4,Race,True,14.667,15.4,0.2,544.45,23.32,
2,SAR,Williams,19.0,17.0,Lapped,2024,Japanese,4,Race,True,12.0,14.2,0.0,544.7,22.47,
24,ZHO,Kick Sauber,20.0,18.0,Retired,2024,Japanese,4,Race,False,14.333,15.6,0.0,544.28,33.01,
3,RIC,RB,11.0,19.0,Retired,2024,Japanese,4,Race,False,9.667,12.0,0.0,543.54,28.39,
23,ALB,Williams,14.0,20.0,Retired,2024,Japanese,4,Race,False,14.0,14.6,0.0,544.7,22.47,
1,VER,Red Bull Racing,1.0,1.0,Finished,2024,Chinese,5,Race,True,7.333,5.8,0.2,22.28,193.3,
4,NOR,McLaren,4.0,2.0,Finished,2024,Chinese,5,Race,True,5.667,5.6,0.0,22.34,193.91,
11,PER,Red Bull Racing,2.0,3.0,Finished,2024,Chinese,5,Race,True,1.333,5.6,0.2,22.28,193.3,
16,LEC,Ferrari,6.0,4.0,Finished,2024,Chinese,5,Race,True,3.0,3.4,0.0,22.38,280.92,
55,SAI,Ferrari,7.0,5.0,Finished,2024,Chinese,5,Race,True,3.667,2.8,0.0,22.38,280.92,
63,RUS,Mercedes,8.0,6.0,Finished,2024,Chinese,5,Race,True,11.333,12.0,0.4,22.5,193.66,
14,ALO,Aston Martin,3.0,7.0,Finished,2024,Chinese,5,Race,True,8.667,10.2,0.2,34.76,169.65,
81,PIA,McLaren,5.0,8.0,Finished,2024,Chinese,5,Race,True,5.0,4.4,0.0,22.34,193.91,
44,HAM,Mercedes,18.0,9.0,Finished,2024,Chinese,5,Race,True,7.333,11.4,0.4,22.5,193.66,
27,HUL,Haas F1 Team,9.0,10.0,Finished,2024,Chinese,5,Race,True,11.333,11.0,0.0,23.78,229.09,
31,OCO,Alpine,13.0,11.0,Finished,2024,Chinese,5,Race,True,15.667,16.0,0.2,26.51,195.95,
23,ALB,Williams,14.0,12.0,Finished,2024,Chinese,5,Race,True,16.0,14.6,0.2,23.14,194.99,
10,GAS,Alpine,15.0,13.0,Finished,2024,Chinese,5,Race,True,14.0,14.2,0.0,26.51,195.95,
24,ZHO,Kick Sauber,16.0,14.0,Finished,2024,Chinese,5,Race,True,15.667,15.8,0.2,23.77,201.8,
18,STR,Aston Martin,11.0,15.0,Finished,2024,Chinese,5,Race,True,8.333,7.8,0.0,34.76,169.65,
20,MAG,Haas F1 Team,17.0,16.0,Finished,2024,Chinese,5,Race,True,11.333,10.6,0.0,23.78,229.09,
2,SAR,Williams,20.0,17.0,Finished,2024,Chinese,5,Race,True,16.333,14.8,0.2,23.14,194.99,
3,RIC,RB,12.0,18.0,Retired,2024,Chinese,5,Race,False,13.667,12.8,0.2,22.71,201.35,
22,TSU,RB,19.0,19.0,Retired,2024,Chinese,5,Race,False,15.667,13.2,0.4,22.71,201.35,
77,BOT,Kick Sauber,10.0,20.0,Retired,2024,Chinese,5,Race,False,15.333,15.0,0.2,23.77,201.8,
4,NOR,McLaren,5.0,1.0,Finished,2024,Miami,6,Race,True,6.0,5.4,0.0,24.82,194.08,125.77
1,VER,Red Bull Racing,1.0,2.0,Finished,2024,Miami,6,Race,True,2.0,5.2,0.2,22.17,193.57,125.35
16,LEC,Ferrari,2.0,3.0,Finished,2024,Miami,6,Race,True,4.333,3.6,0.0,22.44,280.75,177.86
11,PER,Red Bull Racing,4.0,4.0,Finished,2024,Miami,6,Race,True,2.0,1.8,0.0,22.17,193.57,125.35
55,SAI,Ferrari,3.0,5.0,Finished,2024,Miami,6,Race,True,4.0,3.8,0.0,22.44,280.75,177.86
44,HAM,Mercedes,8.0,6.0,Finished,2024,Miami,6,Race,True,8.0,9.8,0.2,22.85,194.28,125.64
22,TSU,RB,10.0,7.0,Finished,2024,Miami,6,Race,True,18.667,15.6,0.6,22.43,194.73,130.29
63,RUS,Mercedes,7.0,8.0,Finished,2024,Miami,6,Race,True,7.0,7.4,0.0,22.85,194.28,125.64
14,ALO,Aston Martin,15.0,9.0,Finished,2024,Miami,6,Race,True,11.333,9.6,0.0,22.68,173.83,113.68
31,OCO,Alpine,13.0,10.0,Finished,2024,Miami,6,Race,True,13.333,14.2,0.0,22.63,197.28,128.18
27,HUL,Haas F1 Team,9.0,11.0,Finished,2024,Miami,6,Race,True,13.0,12.0,0.0,25.84,229.92,147.65
10,GAS,Alpine,12.0,12.0,Finished,2024,Miami,6,Race,True,11.333,13.0,0.0,22.63,197.28,128.18
81,PIA,McLaren,6.0,13.0,Finished,2024,Miami,6,Race,True,3.667,4.8,0.0,24.82,194.08,125.77
24,ZHO,Kick Sauber,19.0,14.0,Finished,2024,Miami,6,Race,True,17.333,16.2,0.4,23.17,199.47,133.42
3,RIC,RB,20.0,15.0,Finished,2024,Miami,6,Race,True,14.667,14.6,0.6,22.43,194.73,130.29
77,BOT,Kick Sauber,16.0,16.0,Finished,2024,Miami,6,Race,True,16.0,16.0,0.4,23.17,199.47,133.42
18,STR,Aston Martin,11.0,17.0,Finished,2024,Miami,6,Race,True,10.333,9.8,0.0,22.68,173.83,113.68
23,ALB,Williams,14.0,18.0,Finished,2024,Miami,6,Race,True,16.333,15.4,0.2,22.55,195.14,127.05
20,MAG,Haas F1 Team,18.0,19.0,Finished,2024,Miami,6,Race,True,12.333,12.2,0.0,25.84,229.92,147.65
2,SAR,Williams,17.0,20.0,Retired,2024,Miami,6,Race,False,15.667,16.8,0.2,22.55,195.14,127.05
1,VER,Red Bull Racing,1.0,1.0,Finished,2024,Emilia Romagna,7,Race,True,3.0,2.4,0.0,29.93,195.1,124.87
4,NOR,McLaren,2.0,2.0,Finished,2024,Emilia Romagna,7,Race,True,7.333,6.4,0.0,29.78,196.43,125.78
16,LEC,Ferrari,3.0,3.0,Finished,2024,Emilia Romagna,7,Race,True,4.333,4.2,0.0,30.35,282.43,177.52
81,PIA,McLaren,5.0,4.0,Finished,2024,Emilia Romagna,7,Race,True,5.333,5.2,0.0,29.78,196.43,125.78
55,SAI,Ferrari,4.0,5.0,Finished,2024,Emilia Romagna,7,Race,True,3.667,4.0,0.0,30.35,282.43,177.52
44,HAM,Mercedes,8.0,6.0,Finished,2024,Emilia Romagna,7,Race,True,7.667,7.6,0.0,29.69,195.98,125.26
63,RUS,Mercedes,6.0,7.0,Finished,2024,Emilia Romagna,7,Race,True,6.667,7.0,0.0,29.69,195.98,125.26
11,PER,Red Bull Racing,11.0,8.0,Finished,2024,Emilia Romagna,7,Race,True,2.333,2.2,0.0,29.93,195.1,124.87
18,STR,Aston Martin,13.0,9.0,Finished,2024,Emilia Romagna,7,Race,True,13.667,12.0,0.0,30.47,175.43,113.28
22,TSU,RB,7.0,10.0,Lapped,2024,Emilia Romagna,7,Race,True,13.667,15.6,0.6,29.95,196.23,129.84
27,HUL,Haas F1 Team,10.0,11.0,Lapped,2024,Emilia Romagna,7,Race,True,15.333,13.8,0.0,30.56,232.48,147.38
20,MAG,Haas F1 Team,18.0,12.0,Lapped,2024,Emilia Romagna,7,Race,True,13.667,13.4,0.0,30.56,232.48,147.38
3,RIC,RB,9.0,13.0,Lapped,2024,Emilia Romagna,7,Race,True,10.667,13.8,0.4,29.95,196.23,129.84
31,OCO,Alpine,12.0,14.0,Lapped,2024,Emilia Romagna,7,Race,True,11.667,12.4,0.0,30.46,197.86,127.4
24,ZHO,Kick Sauber,17.0,15.0,Lapped,2024,Emilia Romagna,7,Race,True,16.667,16.4,0.4,30.24,197.07,130.47
10,GAS,Alpine,15.0,16.0,Lapped,2024,Emilia Romagna,7,Race,True,12.0,12.0,0.0,30.46,197.86,127.4
2,SAR,Williams,19.0,17.0,Lapped,2024,Emilia Romagna,7,Race,True,18.333,17.4,0.4,32.78,196.8,126.13
77,BOT,Kick Sauber,16.0,18.0,Lapped,2024,Emilia Romagna,7,Race,True,15.0,15.8,0.2,30.24,197.07,130.47
14,ALO,Aston Martin,20.0,19.0,Lapped,2024,Emilia Romagna,7,Race,True,11.667,11.4,0.0,30.47,175.43,113.28
23,ALB,Williams,14.0,20.0,Retired,2024,Emilia Romagna,7,Race,False,18.333,16.8,0.2,32.78,196.8,126.13
16,LEC,Ferrari,1.0,1.0,Finished,2024,Monaco,8,Race,True,4.333,4.2,0.0,2342.28,25.06,179.01
81,PIA,McLaren,2.0,2.0,Finished,2024,Monaco,8,Race,True,6.333,5.6,0.0,2361.39,25.65,127.37
55,SAI,Ferrari,3.0,3.0,Finished,2024,Monaco,8,Race,True,3.0,3.4,0.0,2342.28,25.06,179.01
4,NOR,McLaren,4.0,4.0,Finished,2024,Monaco,8,Race,True,2.667,4.4,0.0,2361.39,25.65,127.37
63,RUS,Mercedes,5.0,5.0,Finished,2024,Monaco,8,Race,True,7.0,7.2,0.0,1589.57,25.01,127.08
1,VER,Red Bull Racing,6.0,6.0,Finished,2024,Monaco,8,Race,True,4.333,3.6,0.0,1198.07,24.79,126.56
44,HAM,Mercedes,7.0,7.0,Finished,2024,Monaco,8,Race,True,6.0,6.4,0.0,1589.57,25.01,127.08
22,TSU,RB,8.0,8.0,Lapped,2024,Monaco,8,Race,True,12.667,12.8,0.2,2381.41,25.03,127.31
23,ALB,Williams,9.0,9.0,Lapped,2024,Monaco,8,Race,True,19.0,18.4,0.4,1598.95,26.16,128.15
10,GAS,Alpine,10.0,10.0,Lapped,2024,Monaco,8,Race,True,14.0,13.0,0.0,2381.59,26.53,128.99
14,ALO,Aston Martin,14.0,11.0,Lapped,2024,Monaco,8,Race,True,15.0,13.8,0.0,1598.9,29.3,114.93
3,RIC,RB,12.0,12.0,Lapped,2024,Monaco,8,Race,True,10.333,10.6,0.0,2381.41,25.03,127.31
77,BOT,Kick Sauber,17.0,13.0,Lapped,2024,Monaco,8,Race,True,16.333,16.6,0.2,1207.27,25.73,130.36
18,STR,Aston Martin,13.0,14.0,Lapped,2024,Monaco,8,Race,True,13.0,13.0,0.0,1598.9,29.3,114.93
2,SAR,Williams,15.0,15.0,Lapped,2024,Monaco,8,Race,True,15.333,16.8,0.4,1598.95,26.16,128.15
24,ZHO,Kick Sauber,18.0,16.0,Lapped,2024,Monaco,8,Race,True,15.333,15.2,0.0,1207.27,25.73,130.36
31,OCO,Alpine,11.0,17.0,Retired,2024,Monaco,8,Race,False,13.333,12.4,0.0,2381.59,26.53,128.99
11,PER,Red Bull Racing,16.0,18.0,Retired,2024,Monaco,8,Race,False,5.0,4.2,0.0,1198.07,24.79,126.56
27,HUL,Haas F1 Team,19.0,19.0,Retired,2024,Monaco,8,Race,False,14.0,13.8,0.0,,,
20,MAG,Haas F1 Team,20.0,20.0,Retired,2024,Monaco,8,Race,False,14.0,14.4,0.2,,,
1,VER,Red Bull Racing,2.0,1.0,Finished,2024,Canadian,9,Race,True,10.667,7.4,0.2,26.65,416.72,362.66
4,NOR,McLaren,3.0,2.0,Finished,2024,Canadian,9,Race,True,3.333,5.0,0.0,23.69,805.33,596.09
63,RUS,Mercedes,1.0,3.0,Finished,2024,Canadian,9,Race,True,6.333,6.6,0.0,25.76,547.37,441.44
44,HAM,Mercedes,7.0,4.0,Finished,2024,Canadian,9,Race,True,5.0,5.6,0.0,25.76,547.37,441.44
81,PIA,McLaren,4.0,5.0,Finished,2024,Canadian,9,Race,True,2.667,2.8,0.0,23.69,805.33,596.09
14,ALO,Aston Martin,6.0,6.0,Finished,2024,Canadian,9,Race,True,14.667,14.0,0.0,24.4,550.68,431.13
18,STR,Aston Martin,9.0,7.0,Finished,2024,Canadian,9,Race,True,10.333,11.8,0.0,24.4,550.68,431.13
3,RIC,RB,5.0,8.0,Finished,2024,Canadian,9,Race,True,11.0,11.6,0.0,26.58,811.26,600.01
10,GAS,Alpine,15.0,9.0,Finished,2024,Canadian,9,Race,True,14.333,13.8,0.2,24.69,811.56,601.13
31,OCO,Alpine,18.0,10.0,Finished,2024,Canadian,9,Race,True,12.0,13.2,0.2,24.69,811.56,601.13
27,HUL,Haas F1 Team,17.0,11.0,Finished,2024,Canadian,9,Race,True,17.0,16.2,0.4,26.09,26.73,149.23
20,MAG,Haas F1 Team,14.0,12.0,Finished,2024,Canadian,9,Race,True,16.667,14.6,0.4,26.09,26.73,149.23
77,BOT,Kick Sauber,19.0,13.0,Finished,2024,Canadian,9,Race,True,15.667,15.6,0.0,36.14,420.23,365.75
22,TSU,RB,8.0,14.0,Finished,2024,Canadian,9,Race,True,9.333,10.2,0.0,26.58,811.26,600.01
24,ZHO,Kick Sauber,20.0,15.0,Lapped,2024,Canadian,9,Race,True,14.0,15.0,0.0,36.14,420.23,365.75
55,SAI,Ferrari,12.0,16.0,Retired,2024,Canadian,9,Race,False,3.0,3.4,0.0,30.77,798.36,643.98
23,ALB,Williams,10.0,17.0,Retired,2024,Canadian,9,Race,False,14.667,16.2,0.4,24.78,551.43,444.42
11,PER,Red Bull Racing,16.0,18.0,Retired,2024,Canadian,9,Race,False,8.333,6.8,0.2,26.65,416.72,362.66
16,LEC,Ferrari,11.0,19.0,Retired,2024,Canadian,9,Race,False,6.667,5.6,0.2,30.77,798.36,643.98
2,SAR,Williams,13.0,20.0,Retired,2024,Canadian,9,Race,False,13.667,15.6,0.4,24.78,551.43,444.42
1,VER,Red Bull Racing,2.0,1.0,Finished,2024,Spanish,10,Race,True,12.333,10.2,0.4,21.79,418.22,259.82
4,NOR,McLaren,1.0,2.0,Finished,2024,Spanish,10,Race,True,3.667,3.4,0.0,22.18,804.95,492.4
44,HAM,Mercedes,3.0,3.0,Finished,2024,Spanish,10,Race,True,4.667,5.2,0.0,22.74,548.34,338.07
63,RUS,Mercedes,4.0,4.0,Finished,2024,Spanish,10,Race,True,3.333,4.4,0.0,22.74,548.34,338.07
16,LEC,Ferrari,5.0,5.0,Finished,2024,Spanish,10,Race,True,12.667,8.8,0.4,22.08,801.13,489.64
55,SAI,Ferrari,6.0,6.0,Finished,2024,Spanish,10,Race,True,13.333,8.8,0.4,22.08,801.13,489.64
81,PIA,McLaren,9.0,7.0,Finished,2024,Spanish,10,Race,True,3.0,3.0,0.0,22.18,804.95,492.4
11,PER,Red Bull Racing,11.0,8.0,Finished,2024,Spanish,10,Race,True,6.667,8.8,0.4,21.79,418.22,259.82
10,GAS,Alpine,7.0,9.0,Finished,2024,Spanish,10,Race,True,12.0,12.4,0.2,22.89,812.25,497.18
31,OCO,Alpine,8.0,10.0,Finished,2024,Spanish,10,Race,True,9.333,11.0,0.2,22.89,812.25,497.18
27,HUL,Haas F1 Team,13.0,11.0,Finished,2024,Spanish,10,Race,True,14.333,14.8,0.4,24.33,27.5,150.82
14,ALO,Aston Martin,10.0,12.0,Lapped,2024,Spanish,10,Race,True,9.0,11.4,0.0,22.39,551.26,342.24
24,ZHO,Kick Sauber,15.0,13.0,Lapped,2024,Spanish,10,Race,True,14.667,15.0,0.0,23.13,424.55,264.12
18,STR,Aston Martin,14.0,14.0,Lapped,2024,Spanish,10,Race,True,8.333,10.0,0.0,22.39,551.26,342.24
3,RIC,RB,18.0,15.0,Lapped,2024,Spanish,10,Race,True,11.333,11.0,0.0,22.2,812.65,496.62
77,BOT,Kick Sauber,12.0,16.0,Lapped,2024,Spanish,10,Race,True,13.667,14.0,0.0,23.13,424.55,264.12
20,MAG,Haas F1 Team,16.0,17.0,Lapped,2024,Spanish,10,Race,True,11.333,14.6,0.4,24.33,27.5,150.82
23,ALB,Williams,20.0,18.0,Lapped,2024,Spanish,10,Race,True,17.333,16.2,0.6,22.45,552.17,340.44
22,TSU,RB,17.0,19.0,Lapped,2024,Spanish,10,Race,True,12.333,11.4,0.0,22.2,812.65,496.62
2,SAR,Williams,19.0,20.0,Lapped,2024,Spanish,10,Race,True,18.333,15.8,0.4,22.45,552.17,340.44
63,RUS,Mercedes,3.0,1.0,Finished,2024,Austrian,11,Race,True,3.667,4.2,0.0,22.96,546.02,338.12
81,PIA,McLaren,7.0,2.0,Finished,2024,Austrian,11,Race,True,4.667,4.0,0.0,21.15,802.42,492.37
55,SAI,Ferrari,4.0,3.0,Finished,2024,Austrian,11,Race,True,10.0,9.8,0.4,23.16,798.38,489.58
44,HAM,Mercedes,5.0,4.0,Finished,2024,Austrian,11,Race,True,2.667,3.0,0.0,22.96,546.02,338.12
1,VER,Red Bull Racing,1.0,5.0,Finished,2024,Austrian,11,Race,True,9.0,9.2,0.4,25.19,415.5,259.72
27,HUL,Haas F1 Team,9.0,6.0,Finished,2024,Austrian,11,Race,True,13.333,14.2,0.2,21.69,26.99,26.12
11,PER,Red Bull Racing,8.0,7.0,Finished,2024,Austrian,11,Race,True,4.667,6.6,0.2,25.19,415.5,259.72
20,MAG,Haas F1 Team,12.0,8.0,Finished,2024,Austrian,11,Race,True,11.333,11.4,0.0,21.69,26.99,26.12
3,RIC,RB,11.0,9.0,Finished,2024,Austrian,11,Race,True,16.0,13.6,0.0,21.82,810.06,496.51
10,GAS,Alpine,13.0,10.0,Finished,2024,Austrian,11,Race,True,9.667,11.0,0.2,21.75,809.72,496.45
16,LEC,Ferrari,6.0,11.0,Finished,2024,Austrian,11,Race,True,4.667,9.8,0.4,23.16,798.38,489.58
31,OCO,Alpine,10.0,12.0,Finished,2024,Austrian,11,Race,True,9.667,9.6,0.0,21.75,809.72,496.45
18,STR,Aston Martin,17.0,13.0,Lapped,2024,Austrian,11,Race,True,11.0,10.6,0.0,24.19,548.56,339.77
22,TSU,RB,14.0,14.0,Lapped,2024,Austrian,11,Race,True,14.333,13.0,0.0,21.82,810.06,496.51
23,ALB,Williams,16.0,15.0,Lapped,2024,Austrian,11,Race,True,19.333,18.0,0.4,23.95,548.73,340.3
77,BOT,Kick Sauber,18.0,16.0,Lapped,2024,Austrian,11,Race,True,14.667,14.6,0.0,22.14,422.18,263.99
24,ZHO,Kick Sauber,20.0,17.0,Lapped,2024,Austrian,11,Race,True,15.0,14.6,0.0,22.14,422.18,263.99
14,ALO,Aston Martin,15.0,18.0,Lapped,2024,Austrian,11,Race,True,13.0,10.4,0.0,24.19,548.56,339.77
2,SAR,Williams,19.0,19.0,Lapped,2024,Austrian,11,Race,True,17.667,18.0,0.4,23.95,548.73,340.3
4,NOR,McLaren,2.0,20.0,Lapped,2024,Austrian,11,Race,True,3.667,3.6,0.0,21.15,802.42,492.37
44,HAM,Mercedes,2.0,1.0,Finished,2024,British,12,Race,True,3.0,3.2,0.0,30.39,23.82,338.14
1,VER,Red Bull Racing,4.0,2.0,Finished,2024,British,12,Race,True,6.667,7.8,0.2,29.4,24.54,260.33
4,NOR,McLaren,3.0,3.0,Finished,2024,British,12,Race,True,9.667,7.2,0.0,29.51,22.34,491.64
81,PIA,McLaren,5.0,4.0,Finished,2024,British,12,Race,True,8.333,6.8,0.0,29.51,22.34,491.64
55,SAI,Ferrari,7.0,5.0,Finished,2024,British,12,Race,True,6.667,8.8,0.2,28.95,25.34,489.73
27,HUL,Haas F1 Team,6.0,6.0,Finished,2024,British,12,Race,True,10.333,10.8,0.0,29.99,24.04,25.7
18,STR,Aston Martin,8.0,7.0,Finished,2024,British,12,Race,True,15.0,12.8,0.0,29.4,23.66,340.07
14,ALO,Aston Martin,10.0,8.0,Finished,2024,British,12,Race,True,12.667,12.8,0.0,29.4,23.66,340.07
23,ALB,Williams,9.0,9.0,Finished,2024,British,12,Race,True,18.0,18.4,0.2,31.64,23.73,340.58
22,TSU,RB,13.0,10.0,Finished,2024,British,12,Race,True,14.0,14.2,0.0,29.6,23.53,496.39
2,SAR,Williams,12.0,11.0,Finished,2024,British,12,Race,True,14.333,16.2,0.0,31.64,23.73,340.58
20,MAG,Haas F1 Team,17.0,12.0,Finished,2024,British,12,Race,True,6.667,9.6,0.0,29.99,24.04,25.7
3,RIC,RB,15.0,13.0,Lapped,2024,British,12,Race,True,11.0,13.4,0.0,29.6,23.53,496.39
16,LEC,Ferrari,11.0,14.0,Lapped,2024,British,12,Race,True,6.333,6.0,0.0,28.95,25.34,489.73
77,BOT,Kick Sauber,16.0,15.0,Lapped,2024,British,12,Race,True,16.333,15.4,0.0,30.53,27.14,263.78
