Abbreviation,Year,RoundNumber,Event,GridPosition,QualiDelta,Corners,TrackLength,TotalLaps,TrackTemp,AirTemp,Rainfall,SafetyCar,VirtualSafetyCar,RedFlag
BOT,2024,5,Chinese,10.0,1.005,16,5110.73,56.0,29.79,18.64,0.0,True,True,False
NOR,2024,6,Miami,5.0,0.353,19,5162.32,57.0,44.66,28.52,0.0,True,True,False
VER,2024,6,Miami,1.0,0.0,19,5162.32,57.0,44.66,28.52,0.0,True,True,False
LEC,2024,6,Miami,2.0,0.141,19,5162.32,57.0,44.66,28.52,0.0,True,True,False
PER,2024,6,Miami,4.0,0.219,19,5162.32,57.0,44.66,28.52,0.0,True,True,False
SAI,2024,6,Miami,3.0,0.214,19,5162.32,57.0,44.66,28.52,0.0,True,True,False
HAM,2024,6,Miami,8.0,0.866,19,5162.32,57.0,44.66,28.52,0.0,True,True,False
TSU,2024,6,Miami,10.0,0.951,19,5162.32,57.0,44.66,28.52,0.0,True,True,False
RUS,2024,6,Miami,7.0,0.826,19,5162.32,57.0,44.66,28.52,0.0,True,True,False
ALO,2024,6,Miami,15.0,1.186,19,5162.32,57.0,44.66,28.52,0.0,True,True,False
OCO,2024,6,Miami,13.0,1.13,19,5162.32,57.0,44.66,28.52,0.0,True,True,False
HUL,2024,6,Miami,9.0,0.905,19,5162.32,57.0,44.66,28.52,0.0,True,True,False
GAS,2024,6,Miami,12.0,1.083,19,5162.32,57.0,44.66,28.52,0.0,True,True,False
PIA,2024,6,Miami,6.0,0.434,19,5162.32,57.0,44.66,28.52,0.0,True,True,False
ZHO,2024,6,Miami,19.0,1.583,19,5162.32,57.0,44.66,28.52,0.0,True,True,False
RIC,2024,6,Miami,20.0,1.376,19,5162.32,57.0,44.66,28.52,0.0,True,True,False
BOT,2024,6,Miami,16.0,1.222,19,5162.32,57.0,44.66,28.52,0.0,True,True,False
STR,2024,6,Miami,11.0,0.981,19,5162.32,57.0,44.66,28.52,0.0,True,True,False
ALB,2024,6,Miami,14.0,1.172,19,5162.32,57.0,44.66,28.52,0.0,True,True,False
MAG,2024,6,Miami,18.0,1.378,19,5162.32,57.0,44.66,28.52,0.0,True,True,False
SAR,2024,6,Miami,17.0,1.246,19,5162.32,57.0,44.66,28.52,0.0,True,True,False
VER,2024,7,Emilia Romagna,1.0,0.0,19,4763.2,63.0,42.02,25.11,0.0,False,False,False
NOR,2024,7,Emilia Romagna,2.0,0.091,19,4763.2,63.0,42.02,25.11,0.0,False,False,False
LEC,2024,7,Emilia Romagna,3.0,0.224,19,4763.2,63.0,42.02,25.11,0.0,False,False,False
PIA,2024,7,Emilia Romagna,5.0,0.074,19,4763.2,63.0,42.02,25.11,0.0,False,False,False
SAI,2024,7,Emilia Romagna,4.0,0.487,19,4763.2,63.0,42.02,25.11,0.0,False,False,False
HAM,2024,7,Emilia Romagna,8.0,0.758,19,4763.2,63.0,42.02,25.11,0.0,False,False,False
RUS,2024,7,Emilia Romagna,6.0,0.488,19,4763.2,63.0,42.02,25.11,0.0,False,False,False
PER,2024,7,Emilia Romagna,11.0,0.96,19,4763.2,63.0,42.02,25.11,0.0,False,False,False
STR,2024,7,Emilia Romagna,13.0,1.246,19,4763.2,63.0,42.02,25.11,0.0,False,False,False
TSU,2024,7,Emilia Romagna,7.0,0.719,19,4763.2,63.0,42.02,25.11,0.0,False,False,False
HUL,2024,7,Emilia Romagna,10.0,1.234,19,4763.2,63.0,42.02,25.11,0.0,False,False,False
MAG,2024,7,Emilia Romagna,18.0,2.108,19,4763.2,63.0,42.02,25.11,0.0,False,False,False
RIC,2024,7,Emilia Romagna,9.0,0.928,19,4763.2,63.0,42.02,25.11,0.0,False,False,False
OCO,2024,7,Emilia Romagna,12.0,1.16,19,4763.2,63.0,42.02,25.11,0.0,False,False,False
ZHO,2024,7,Emilia Romagna,17.0,2.088,19,4763.2,63.0,42.02,25.11,0.0,False,False,False
GAS,2024,7,Emilia Romagna,15.0,1.635,19,4763.2,63.0,42.02,25.11,0.0,False,False,False
SAR,2024,7,Emilia Romagna,19.0,2.605,19,4763.2,63.0,42.02,25.11,0.0,False,False,False
BOT,2024,7,Emilia Romagna,16.0,1.88,19,4763.2,63.0,42.02,25.11,0.0,False,False,False
ALO,2024,7,Emilia Romagna,20.0,2.171,19,4763.2,63.0,42.02,25.11,0.0,False,False,False
ALB,2024,7,Emilia Romagna,14.0,1.454,19,4763.2,63.0,42.02,25.11,0.0,False,False,False
LEC,2024,8,Monaco,1.0,0.0,19,2950.03,78.0,46.32,21.6,0.0,True,False,True
PIA,2024,8,Monaco,2.0,0.154,19,2950.03,78.0,46.32,21.6,0.0,True,False,True
SAI,2024,8,Monaco,3.0,0.248,19,2950.03,78.0,46.32,21.6,0.0,True,False,True
NOR,2024,8,Monaco,4.0,0.272,19,2950.03,78.0,46.32,21.6,0.0,True,False,True
RUS,2024,8,Monaco,5.0,0.273,19,2950.03,78.0,46.32,21.6,0.0,True,False,True
VER,2024,8,Monaco,6.0,0.297,19,2950.03,78.0,46.32,21.6,0.0,True,False,True
HAM,2024,8,Monaco,7.0,0.351,19,2950.03,78.0,46.32,21.6,0.0,True,False,True
TSU,2024,8,Monaco,8.0,0.588,19,2950.03,78.0,46.32,21.6,0.0,True,False,True
ALB,2024,8,Monaco,9.0,0.678,19,2950.03,78.0,46.32,21.6,0.0,True,False,True
GAS,2024,8,Monaco,10.0,1.041,19,2950.03,78.0,46.32,21.6,0.0,True,False,True
ALO,2024,8,Monaco,14.0,1.749,19,2950.03,78.0,46.32,21.6,0.0,True,False,True
RIC,2024,8,Monaco,12.0,1.212,19,2950.03,78.0,46.32,21.6,0.0,True,False,True
BOT,2024,8,Monaco,17.0,2.242,19,2950.03,78.0,46.32,21.6,0.0,True,False,True
STR,2024,8,Monaco,13.0,1.293,19,2950.03,78.0,46.32,21.6,0.0,True,False,True
SAR,2024,8,Monaco,15.0,1.75,19,2950.03,78.0,46.32,21.6,0.0,True,False,True
ZHO,2024,8,Monaco,18.0,2.758,19,2950.03,78.0,46.32,21.6,0.0,True,False,True
OCO,2024,8,Monaco,11.0,1.015,19,2950.03,78.0,46.32,21.6,0.0,True,False,True
PER,2024,8,Monaco,16.0,1.79,19,2950.03,78.0,46.32,21.6,0.0,True,False,True
HUL,2024,8,Monaco,19.0,1.17,19,2950.03,78.0,46.32,21.6,0.0,True,False,True
MAG,2024,8,Monaco,20.0,1.455,19,2950.03,78.0,46.32,21.6,0.0,True,False,True
VER,2024,9,Canadian,2.0,0.0,14,3849.05,70.0,24.57,17.8,0.27,True,False,False
NOR,2024,9,Canadian,3.0,0.021,14,3849.05,70.0,24.57,17.8,0.27,True,False,False
RUS,2024,9,Canadian,1.0,0.0,14,3849.05,70.0,24.57,17.8,0.27,True,False,False
HAM,2024,9,Canadian,7.0,0.28,14,3849.05,70.0,24.57,17.8,0.27,True,False,False
PIA,2024,9,Canadian,4.0,0.103,14,3849.05,70.0,24.57,17.8,0.27,True,False,False
ALO,2024,9,Canadian,6.0,0.228,14,3849.05,70.0,24.57,17.8,0.27,True,False,False
STR,2024,9,Canadian,9.0,0.701,14,3849.05,70.0,24.57,17.8,0.27,True,False,False
RIC,2024,9,Canadian,5.0,0.178,14,3849.05,70.0,24.57,17.8,0.27,True,False,False
GAS,2024,9,Canadian,15.0,0.94,14,3849.05,70.0,24.57,17.8,0.27,True,False,False
OCO,2024,9,Canadian,18.0,1.435,14,3849.05,70.0,24.57,17.8,0.27,True,False,False
HUL,2024,9,Canadian,17.0,1.978,14,3849.05,70.0,24.57,17.8,0.27,True,False,False
MAG,2024,9,Canadian,14.0,0.916,14,3849.05,70.0,24.57,17.8,0.27,True,False,False
BOT,2024,9,Canadian,19.0,1.366,14,3849.05,70.0,24.57,17.8,0.27,True,False,False
TSU,2024,9,Canadian,8.0,0.414,14,3849.05,70.0,24.57,17.8,0.27,True,False,False
ZHO,2024,9,Canadian,20.0,2.292,14,3849.05,70.0,24.57,17.8,0.27,True,False,False
SAI,2024,9,Canadian,12.0,0.728,14,3849.05,70.0,24.57,17.8,0.27,True,False,False
ALB,2024,9,Canadian,10.0,0.796,14,3849.05,70.0,24.57,17.8,0.27,True,False,False
PER,2024,9,Canadian,16.0,1.326,14,3849.05,70.0,24.57,17.8,0.27,True,False,False
LEC,2024,9,Canadian,11.0,0.691,14,3849.05,70.0,24.57,17.8,0.27,True,False,False
SAR,2024,9,Canadian,13.0,0.736,14,3849.05,70.0,24.57,17.8,0.27,True,False,False
VER,2024,10,Spanish,2.0,0.02,14,4317.01,66.0,41.1,24.13,0.01,False,False,False
NOR,2024,10,Spanish,1.0,0.0,14,4317.01,66.0,41.1,24.13,0.01,False,False,False
HAM,2024,10,Spanish,3.0,0.318,14,4317.01,66.0,41.1,24.13,0.01,False,False,False
RUS,2024,10,Spanish,4.0,0.32,14,4317.01,66.0,41.1,24.13,0.01,False,False,False
LEC,2024,10,Spanish,5.0,0.348,14,4317.01,66.0,41.1,24.13,0.01,False,False,False
SAI,2024,10,Spanish,6.0,0.353,14,4317.01,66.0,41.1,24.13,0.01,False,False,False
PIA,2024,10,Spanish,9.0,0.628,14,4317.01,66.0,41.1,24.13,0.01,False,False,False
PER,2024,10,Spanish,11.0,0.678,14,4317.01,66.0,41.1,24.13,0.01,False,False,False
GAS,2024,10,Spanish,7.0,0.474,14,4317.01,66.0,41.1,24.13,0.01,False,False,False
OCO,2024,10,Spanish,8.0,0.742,14,4317.01,66.0,41.1,24.13,0.01,False,False,False
HUL,2024,10,Spanish,13.0,0.927,14,4317.01,66.0,41.1,24.13,0.01,False,False,False
ALO,2024,10,Spanish,10.0,0.745,14,4317.01,66.0,41.1,24.13,0.01,False,False,False
ZHO,2024,10,Spanish,15.0,1.355,14,4317.01,66.0,41.1,24.13,0.01,False,False,False
STR,2024,10,Spanish,14.0,0.989,14,4317.01,66.0,41.1,24.13,0.01,False,False,False
RIC,2024,10,Spanish,18.0,1.692,14,4317.01,66.0,41.1,24.13,0.01,False,False,False
BOT,2024,10,Spanish,12.0,0.844,14,4317.01,66.0,41.1,24.13,0.01,False,False,False
MAG,2024,10,Spanish,16.0,1.554,14,4317.01,66.0,41.1,24.13,0.01,False,False,False
ALB,2024,10,Spanish,20.0,1.77,14,4317.01,66.0,41.1,24.13,0.01,False,False,False
TSU,2024,10,Spanish,17.0,1.602,14,4317.01,66.0,41.1,24.13,0.01,False,False,False
SAR,2024,10,Spanish,19.0,2.126,14,4317.01,66.0,41.1,24.13,0.01,False,False,False
RUS,2024,11,Austrian,3.0,0.526,10,3942.53,71.0,46.42,29.43,0.01,False,True,False
PIA,2024,11,Austrian,7.0,0.734,10,3942.53,71.0,46.42,29.43,0.01,False,True,False
SAI,2024,11,Austrian,4.0,0.537,10,3942.53,71.0,46.42,29.43,0.01,False,True,False
HAM,2024,11,Austrian,5.0,0.589,10,3942.53,71.0,46.42,29.43,0.01,False,True,False
VER,2024,11,Austrian,1.0,0.0,10,3942.53,71.0,46.42,29.43,0.01,False,True,False
HUL,2024,11,Austrian,9.0,1.071,10,3942.53,71.0,46.42,29.43,0.01,False,True,False
PER,2024,11,Austrian,8.0,0.888,10,3942.53,71.0,46.42,29.43,0.01,False,True,False
MAG,2024,11,Austrian,12.0,1.033,10,3942.53,71.0,46.42,29.43,0.01,False,True,False
RIC,2024,11,Austrian,11.0,0.975,10,3942.53,71.0,46.42,29.43,0.01,False,True,False
GAS,2024,11,Austrian,13.0,1.045,10,3942.53,71.0,46.42,29.43,0.01,False,True,False
LEC,2024,11,Austrian,6.0,0.73,10,3942.53,71.0,46.42,29.43,0.01,False,True,False
OCO,2024,11,Austrian,10.0,1.569,10,3942.53,71.0,46.42,29.43,0.01,False,True,False
STR,2024,11,Austrian,17.0,1.505,10,3942.53,71.0,46.42,29.43,0.01,False,True,False
TSU,2024,11,Austrian,14.0,1.098,10,3942.53,71.0,46.42,29.43,0.01,False,True,False
ALB,2024,11,Austrian,16.0,1.422,10,3942.53,71.0,46.42,29.43,0.01,False,True,False
BOT,2024,11,Austrian,18.0,1.533,10,3942.53,71.0,46.42,29.43,0.01,False,True,False
ZHO,2024,11,Austrian,20.0,1.747,10,3942.53,71.0,46.42,29.43,0.01,False,True,False
ALO,2024,11,Austrian,15.0,1.325,10,3942.53,71.0,46.42,29.43,0.01,False,True,False
SAR,2024,11,Austrian,19.0,1.542,10,3942.53,71.0,46.42,29.43,0.01,False,True,False
NOR,2024,11,Austrian,2.0,0.404,10,3942.53,71.0,46.42,29.43,0.01,False,True,False
HAM,2024,12,British,2.0,0.171,18,5676.15,52.0,27.67,15.77,0.35,False,False,False
VER,2024,12,British,4.0,0.384,18,5676.15,52.0,27.67,15.77,0.35,False,False,False
NOR,2024,12,British,3.0,0.211,18,5676.15,52.0,27.67,15.77,0.35,False,False,False
PIA,2024,12,British,5.0,0.418,18,5676.15,52.0,27.67,15.77,0.35,False,False,False
SAI,2024,12,British,7.0,0.69,18,5676.15,52.0,27.67,15.77,0.35,False,False,False
HUL,2024,12,British,6.0,0.519,18,5676.15,52.0,27.67,15.77,0.35,False,False,False
STR,2024,12,British,8.0,0.766,18,5676.15,52.0,27.67,15.77,0.35,False,False,False
ALO,2024,12,British,10.0,1.098,18,5676.15,52.0,27.67,15.77,0.35,False,False,False
ALB,2024,12,British,9.0,0.821,18,5676.15,52.0,27.67,15.77,0.35,False,False,False
TSU,2024,12,British,13.0,1.45,18,5676.15,52.0,27.67,15.77,0.35,False,False,False
SAR,2024,12,British,12.0,1.356,18,5676.15,52.0,27.67,15.77,0.35,False,False,False
MAG,2024,12,British,17.0,7.086,18,5676.15,52.0,27.67,15.77,0.35,False,False,False
RIC,2024,12,British,15.0,2.13,18,5676.15,52.0,27.67,15.77,0.35,False,False,False
LEC,2024,12,British,11.0,1.278,18,5676.15,52.0,27.67,15.77,0.35,False,False,False
BOT,2024,12,British,16.0,6.612,18,5676.15,52.0,27.67,15.77,0.35,False,False,False
OCO,2024,12,British,18.0,8.738,18,5676.15,52.0,27.67,15.77,0.35,False,False,False
PER,2024,12,British,20.0,12.529,18,5676.15,52.0,27.67,15.77,0.35,False,False,False
ZHO,2024,12,British,14.0,2.048,18,5676.15,52.0,27.67,15.77,0.35,False,False,False
RUS,2024,12,British,1.0,0.0,18,5676.15,52.0,27.67,15.77,0.35,False,False,False
GAS,2024,12,British,19.0,13.985,18,5676.15,52.0,27.67,15.77,0.35,False,False,False
PIA,2024,13,Hungarian,2.0,0.022,16,4066.56,70.0,44.92,28.82,0.0,False,False,False
NOR,2024,13,Hungarian,1.0,0.0,16,4066.56,70.0,44.92,28.82,0.0,False,False,False
HAM,2024,13,Hungarian,5.0,0.627,16,4066.56,70.0,44.92,28.82,0.0,False,False,False
LEC,2024,13,Hungarian,6.0,0.678,16,4066.56,70.0,44.92,28.82,0.0,False,False,False
VER,2024,13,Hungarian,3.0,0.046,16,4066.56,70.0,44.92,28.82,0.0,False,False,False
SAI,2024,13,Hungarian,4.0,0.469,16,4066.56,70.0,44.92,28.82,0.0,False,False,False
PER,2024,13,Hungarian,16.0,2.659,16,4066.56,70.0,44.92,28.82,0.0,False,False,False
RUS,2024,13,Hungarian,17.0,2.741,16,4066.56,70.0,44.92,28.82,0.0,False,False,False
TSU,2024,13,Hungarian,10.0,1.25,16,4066.56,70.0,44.92,28.82,0.0,False,False,False
STR,2024,13,Hungarian,8.0,1.017,16,4066.56,70.0,44.92,28.82,0.0,False,False,False
ALO,2024,13,Hungarian,7.0,0.816,16,4066.56,70.0,44.92,28.82,0.0,False,False,False
RIC,2024,13,Hungarian,9.0,1.22,16,4066.56,70.0,44.92,28.82,0.0,False,False,False
HUL,2024,13,Hungarian,11.0,1.09,16,4066.56,70.0,44.92,28.82,0.0,False,False,False
ALB,2024,13,Hungarian,13.0,1.202,16,4066.56,70.0,44.92,28.82,0.0,False,False,False
MAG,2024,13,Hungarian,15.0,1.321,16,4066.56,70.0,44.92,28.82,0.0,False,False,False
BOT,2024,13,Hungarian,12.0,1.157,16,4066.56,70.0,44.92,28.82,0.0,False,False,False
SAR,2024,13,Hungarian,14.0,1.316,16,4066.56,70.0,44.92,28.82,0.0,False,False,False
OCO,2024,13,Hungarian,19.0,2.822,16,4066.56,70.0,44.92,28.82,0.0,False,False,False
ZHO,2024,13,Hungarian,18.0,2.81,16,4066.56,70.0,44.92,28.82,0.0,False,False,False
GAS,2024,13,Hungarian,20.0,2.939,16,4066.56,70.0,44.92,28.82,0.0,False,False,False
HAM,2024,14,Belgian,3.0,0.676,19,6736.97,44.0,42.27,21.33,0.0,False,False,False
PIA,2024,14,Belgian,5.0,0.868,19,6736.97,44.0,42.27,21.33,0.0,False,False,False
LEC,2024,14,Belgian,1.0,0.595,19,6736.97,44.0,42.27,21.33,0.0,False,False,False
VER,2024,14,Belgian,11.0,0.0,19,6736.97,44.0,42.27,21.33,0.0,False,False,False
NOR,2024,14,Belgian,4.0,0.822,19,6736.97,44.0,42.27,21.33,0.0,False,False,False
SAI,2024,14,Belgian,7.0,1.318,19,6736.97,44.0,42.27,21.33,0.0,False,False,False
PER,2024,14,Belgian,2.0,0.606,19,6736.97,44.0,42.27,21.33,0.0,False,False,False
ALO,2024,14,Belgian,8.0,1.606,19,6736.97,44.0,42.27,21.33,0.0,False,False,False
OCO,2024,14,Belgian,9.0,1.651,19,6736.97,44.0,42.27,21.33,0.0,False,False,False
RIC,2024,14,Belgian,13.0,1.523,19,6736.97,44.0,42.27,21.33,0.0,False,False,False
STR,2024,14,Belgian,15.0,2.557,19,6736.97,44.0,42.27,21.33,0.0,False,False,False
ALB,2024,14,Belgian,10.0,1.314,19,6736.97,44.0,42.27,21.33,0.0,False,False,False
GAS,2024,14,Belgian,12.0,1.476,19,6736.97,44.0,42.27,21.33,0.0,False,False,False
MAG,2024,14,Belgian,17.0,3.341,19,6736.97,44.0,42.27,21.33,0.0,False,False,False
BOT,2024,14,Belgian,14.0,1.605,19,6736.97,44.0,42.27,21.33,0.0,False,False,False
TSU,2024,14,Belgian,20.0,3.434,19,6736.97,44.0,42.27,21.33,0.0,False,False,False
SAR,2024,14,Belgian,18.0,4.071,19,6736.97,44.0,42.27,21.33,0.0,False,False,False
HUL,2024,14,Belgian,16.0,3.149,19,6736.97,44.0,42.27,21.33,0.0,False,False,False
ZHO,2024,14,Belgian,19.0,4.616,19,6736.97,44.0,42.27,21.33,0.0,False,False,False
RUS,2024,14,Belgian,6.0,1.025,19,6736.97,44.0,42.27,21.33,0.0,False,False,False
NOR,2024,15,Dutch,1.0,0.0,14,3747.58,72.0,30.81,19.01,0.0,False,False,False
VER,2024,15,Dutch,2.0,0.356,14,3747.58,72.0,30.81,19.01,0.0,False,False,False
LEC,2024,15,Dutch,6.0,0.909,14,3747.58,72.0,30.81,19.01,0.0,False,False,False
PIA,2024,15,Dutch,3.0,0.499,14,3747.58,72.0,30.81,19.01,0.0,False,False,False
SAI,2024,15,Dutch,10.0,1.241,14,3747.58,72.0,30.81,19.01,0.0,False,False,False
PER,2024,15,Dutch,5.0,0.743,14,3747.58,72.0,30.81,19.01,0.0,False,False,False
RUS,2024,15,Dutch,4.0,0.571,14,3747.58,72.0,30.81,19.01,0.0,False,False,False
HAM,2024,15,Dutch,14.0,1.275,14,3747.58,72.0,30.81,19.01,0.0,False,False,False
GAS,2024,15,Dutch,9.0,1.304,14,3747.58,72.0,30.81,19.01,0.0,False,False,False
ALO,2024,15,Dutch,7.0,0.96,14,3747.58,72.0,30.81,19.01,0.0,False,False,False
HUL,2024,15,Dutch,12.0,1.542,14,3747.58,72.0,30.81,19.01,0.0,False,False,False
RIC,2024,15,Dutch,13.0,2.27,14,3747.58,72.0,30.81,19.01,0.0,False,False,False
STR,2024,15,Dutch,8.0,1.184,14,3747.58,72.0,30.81,19.01,0.0,False,False,False
ALB,2024,15,Dutch,19.0,0.98,14,3747.58,72.0,30.81,19.01,0.0,False,False,False
OCO,2024,15,Dutch,15.0,2.322,14,3747.58,72.0,30.81,19.01,0.0,False,False,False
SAR,2024,15,Dutch,18.0,4.306,14,3747.58,72.0,30.81,19.01,0.0,False,False,False
TSU,2024,15,Dutch,11.0,1.282,14,3747.58,72.0,30.81,19.01,0.0,False,False,False
MAG,2024,15,Dutch,20.0,1.622,14,3747.58,72.0,30.81,19.01,0.0,False,False,False
BOT,2024,15,Dutch,16.0,2.495,14,3747.58,72.0,30.81,19.01,0.0,False,False,False
ZHO,2024,15,Dutch,17.0,3.588,14,3747.58,72.0,30.81,19.01,0.0,False,False,False
LEC,2024,16,Italian,4.0,0.134,11,5185.06,53.0,49.31,33.1,0.0,False,False,False
PIA,2024,16,Italian,2.0,0.109,11,5185.06,53.0,49.31,33.1,0.0,False,False,False
NOR,2024,16,Italian,1.0,0.0,11,5185.06,53.0,49.31,33.1,0.0,False,False,False
SAI,2024,16,Italian,5.0,0.14,11,5185.06,53.0,49.31,33.1,0.0,False,False,False
HAM,2024,16,Italian,6.0,0.186,11,5185.06,53.0,49.31,33.1,0.0,False,False,False
VER,2024,16,Italian,7.0,0.695,11,5185.06,53.0,49.31,33.1,0.0,False,False,False
RUS,2024,16,Italian,3.0,0.113,11,5185.06,53.0,49.31,33.1,0.0,False,False,False
PER,2024,16,Italian,8.0,0.735,11,5185.06,53.0,49.31,33.1,0.0,False,False,False
ALB,2024,16,Italian,9.0,0.972,11,5185.06,53.0,49.31,33.1,0.0,False,False,False
MAG,2024,16,Italian,13.0,1.371,11,5185.06,53.0,49.31,33.1,0.0,False,False,False
ALO,2024,16,Italian,11.0,1.094,11,5185.06,53.0,49.31,33.1,0.0,False,False,False
COL,2024,16,Italian,18.0,1.734,11,5185.06,53.0,49.31,33.1,0.0,False,False,False
RIC,2024,16,Italian,12.0,1.152,11,5185.06,53.0,49.31,33.1,0.0,False,False,False
OCO,2024,16,Italian,15.0,1.439,11,5185.06,53.0,49.31,33.1,0.0,False,False,False
GAS,2024,16,Italian,14.0,1.411,11,5185.06,53.0,49.31,33.1,0.0,False,False,False
BOT,2024,16,Italian,19.0,1.774,11,5185.06,53.0,49.31,33.1,0.0,False,False,False
HUL,2024,16,Italian,10.0,1.012,11,5185.06,53.0,49.31,33.1,0.0,False,False,False
ZHO,2024,16,Italian,20.0,2.118,11,5185.06,53.0,49.31,33.1,0.0,False,False,False
STR,2024,16,Italian,17.0,1.686,11,5185.06,53.0,49.31,33.1,0.0,False,False,False
TSU,2024,16,Italian,16.0,1.618,11,5185.06,53.0,49.31,33.1,0.0,False,False,False
PIA,2024,17,Azerbaijan,2.0,0.321,20,4950.24,51.0,44.35,26.71,0.0,False,True,False
LEC,2024,17,Azerbaijan,1.0,0.0,20,4950.24,51.0,44.35,26.71,0.0,False,True,False
RUS,2024,17,Azerbaijan,5.0,0.509,20,4950.24,51.0,44.35,26.71,0.0,False,True,False
NOR,2024,17,Azerbaijan,15.0,2.244,20,4950.24,51.0,44.35,26.71,0.0,False,True,False
VER,2024,17,Azerbaijan,6.0,0.658,20,4950.24,51.0,44.35,26.71,0.0,False,True,False
ALO,2024,17,Azerbaijan,7.0,1.004,20,4950.24,51.0,44.35,26.71,0.0,False,True,False
ALB,2024,17,Azerbaijan,9.0,1.494,20,4950.24,51.0,44.35,26.71,0.0,False,True,False
COL,2024,17,Azerbaijan,8.0,1.165,20,4950.24,51.0,44.35,26.71,0.0,False,True,False
HAM,2024,17,Azerbaijan,19.0,0.924,20,4950.24,51.0,44.35,26.71,0.0,False,True,False
BEA,2024,17,Azerbaijan,10.0,1.603,20,4950.24,51.0,44.35,26.71,0.0,False,True,False
HUL,2024,17,Azerbaijan,12.0,1.826,20,4950.24,51.0,44.35,26.71,0.0,False,True,False
GAS,2024,17,Azerbaijan,18.0,1.814,20,4950.24,51.0,44.35,26.71,0.0,False,True,False
RIC,2024,17,Azerbaijan,14.0,2.182,20,4950.24,51.0,44.35,26.71,0.0,False,True,False
ZHO,2024,17,Azerbaijan,17.0,2.881,20,4950.24,51.0,44.35,26.71,0.0,False,True,False
OCO,2024,17,Azerbaijan,20.0,3.139,20,4950.24,51.0,44.35,26.71,0.0,False,True,False
BOT,2024,17,Azerbaijan,16.0,2.253,20,4950.24,51.0,44.35,26.71,0.0,False,True,False
PER,2024,17,Azerbaijan,4.0,0.448,20,4950.24,51.0,44.35,26.71,0.0,False,True,False
SAI,2024,17,Azerbaijan,3.0,0.44,20,4950.24,51.0,44.35,26.71,0.0,False,True,False
STR,2024,17,Azerbaijan,13.0,2.039,20,4950.24,51.0,44.35,26.71,0.0,False,True,False
TSU,2024,17,Azerbaijan,11.0,1.67,20,4950.24,51.0,44.35,26.71,0.0,False,True,False
NOR,2024,18,Singapore,1.0,0.0,19,4751.96,62.0,36.45,30.79,0.0,False,False,False
VER,2024,18,Singapore,2.0,0.203,19,4751.96,62.0,36.45,30.79,0.0,False,False,False
PIA,2024,18,Singapore,5.0,0.428,19,4751.96,62.0,36.45,30.79,0.0,False,False,False
RUS,2024,18,Singapore,4.0,0.342,19,4751.96,62.0,36.45,30.79,0.0,False,False,False
LEC,2024,18,Singapore,9.0,0.222,19,4751.96,62.0,36.45,30.79,0.0,False,False,False
HAM,2024,18,Singapore,3.0,0.316,19,4751.96,62.0,36.45,30.79,0.0,False,False,False
SAI,2024,18,Singapore,10.0,0.583,19,4751.96,62.0,36.45,30.79,0.0,False,False,False
ALO,2024,18,Singapore,7.0,0.689,19,4751.96,62.0,36.45,30.79,0.0,False,False,False
HUL,2024,18,Singapore,6.0,0.59,19,4751.96,62.0,36.45,30.79,0.0,False,False,False
PER,2024,18,Singapore,13.0,1.054,19,4751.96,62.0,36.45,30.79,0.0,False,False,False
COL,2024,18,Singapore,12.0,0.956,19,4751.96,62.0,36.45,30.79,0.0,False,False,False
TSU,2024,18,Singapore,8.0,0.829,19,4751.96,62.0,36.45,30.79,0.0,False,False,False
OCO,2024,18,Singapore,15.0,1.244,19,4751.96,62.0,36.45,30.79,0.0,False,False,False
STR,2024,18,Singapore,17.0,1.569,19,4751.96,62.0,36.45,30.79,0.0,False,False,False
ZHO,2024,18,Singapore,20.0,2.529,19,4751.96,62.0,36.45,30.79,0.0,False,False,False
BOT,2024,18,Singapore,19.0,2.047,19,4751.96,62.0,36.45,30.79,0.0,False,False,False
GAS,2024,18,Singapore,18.0,1.787,19,4751.96,62.0,36.45,30.79,0.0,False,False,False
RIC,2024,18,Singapore,16.0,1.56,19,4751.96,62.0,36.45,30.79,0.0,False,False,False
MAG,2024,18,Singapore,14.0,1.128,19,4751.96,62.0,36.45,30.79,0.0,False,False,False
ALB,2024,18,Singapore,11.0,0.949,19,4751.96,62.0,36.45,30.79,0.0,False,False,False
LEC,2024,19,United States,4.0,0.41,20,5291.67,56.0,46.6,28.12,0.0,True,False,False
SAI,2024,19,United States,3.0,0.322,20,5291.67,56.0,46.6,28.12,0.0,True,False,False
VER,2024,19,United States,2.0,0.031,20,5291.67,56.0,46.6,28.12,0.0,True,False,False
NOR,2024,19,United States,1.0,0.0,20,5291.67,56.0,46.6,28.12,0.0,True,False,False
PIA,2024,19,United States,5.0,0.62,20,5291.67,56.0,46.6,28.12,0.0,True,False,False
RUS,2024,19,United States,20.0,0.644,20,5291.67,56.0,46.6,28.12,0.0,True,False,False
PER,2024,19,United States,9.0,0.69,20,5291.67,56.0,46.6,28.12,0.0,True,False,False
HUL,2024,19,United States,11.0,1.214,20,5291.67,56.0,46.6,28.12,0.0,True,False,False
LAW,2024,19,United States,19.0,1.009,20,5291.67,56.0,46.6,28.12,0.0,True,False,False
COL,2024,19,United States,15.0,1.732,20,5291.67,56.0,46.6,28.12,0.0,True,False,False
MAG,2024,19,United States,8.0,1.151,20,5291.67,56.0,46.6,28.12,0.0,True,False,False
